species_a,species_b,timetree_taxon_id_a,timetree_taxon_id_b,timetree_query_a,timetree_query_b,timetree_name_a,timetree_name_b,timetree_mya,timetree_ci_low,timetree_ci_high,timetree_study_count,timetree_source,timetree_error
American bullfrog (Lithobates catesbeianus),De Brazza’s monkey (Cercopithecus neglectus),8400,36227,Lithobates catesbeianus,Cercopithecus neglectus,Aquarana catesbeiana,Cercopithecus neglectus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
American bullfrog (Lithobates catesbeianus),L’Hoest’s monkey (Allochrocebus lhoesti),8400,100224,Lithobates catesbeianus,Allochrocebus lhoesti,Aquarana catesbeiana,Allochrocebus lhoesti,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
American bullfrog (Lithobates catesbeianus),Patas monkey (Erythrocebus patas),8400,9538,Lithobates catesbeianus,Erythrocebus patas,Aquarana catesbeiana,Erythrocebus patas,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
American bullfrog (Lithobates catesbeianus),Talapoin monkey (Miopithecus talapoin),8400,36231,Lithobates catesbeianus,Miopithecus talapoin,Aquarana catesbeiana,Miopithecus talapoin,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
American bullfrog (Lithobates catesbeianus),Gelada (Theropithecus gelada),8400,9565,Lithobates catesbeianus,Theropithecus gelada,Aquarana catesbeiana,Theropithecus gelada,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
American bullfrog (Lithobates catesbeianus),Crowned monkey / Crowned guenon (Cercopithecus pogonias),8400,102108,Lithobates catesbeianus,Cercopithecus pogonias,Aquarana catesbeiana,Cercopithecus pogonias,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
American bullfrog (Lithobates catesbeianus),Mona monkey (Cercopithecus mona),8400,36226,Lithobates catesbeianus,Cercopithecus mona,Aquarana catesbeiana,Cercopithecus mona,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
American bullfrog (Lithobates catesbeianus),Chacma baboon (Papio ursinus),8400,36229,Lithobates catesbeianus,Papio ursinus,Aquarana catesbeiana,Papio ursinus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
American bullfrog (Lithobates catesbeianus),Zebra finch (Taeniopygia guttata),8400,59729,Lithobates catesbeianus,Taeniopygia guttata,Aquarana catesbeiana,Taeniopygia guttata,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Gray wolf (Canis lupus),9785,9612,Loxodonta africana,Canis lupus,Loxodonta africana,Canis lupus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Egyptian fruit bat (Rousettus aegyptiacus),9785,9407,Loxodonta africana,Rousettus aegyptiacus,Loxodonta africana,Rousettus aegyptiacus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Greater sac-winged bat (Saccopteryx bilineata),9785,59482,Loxodonta africana,Saccopteryx bilineata,Loxodonta africana,Saccopteryx bilineata,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Bengalese finch (Lonchura striata domestica),9785,299123,Loxodonta africana,Lonchura striata domestica,Loxodonta africana,Lonchura striata domestica,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Japanese tit (Parus minor),9785,213890,Loxodonta africana,Parus minor,Loxodonta africana,Parus minor,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Plain-tailed wren (Pheugopedius euophrys),9785,2724890,Loxodonta africana,Pheugopedius euophrys,Loxodonta africana,Pheugopedius euophrys,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),White-browed sparrow-weaver (Plocepasser mahali),9785,99181,Loxodonta africana,Plocepasser mahali,Loxodonta africana,Plocepasser mahali,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Chestnut-crowned babbler (Pomatostomus ruficeps),9785,9176,Loxodonta africana,Pomatostomus ruficeps,Loxodonta africana,Pomatostomus ruficeps,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),European starling (Sturnus vulgaris),9785,9172,Loxodonta africana,Sturnus vulgaris,Loxodonta africana,Sturnus vulgaris,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),African grey parrot (Psittacus erithacus),9785,57247,Loxodonta africana,Psittacus erithacus,Loxodonta africana,Psittacus erithacus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Mandrill (Mandrillus sphinx),9785,9561,Loxodonta africana,Mandrillus sphinx,Loxodonta africana,Mandrillus sphinx,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Drill (Mandrillus leucophaeus),9785,9568,Loxodonta africana,Mandrillus leucophaeus,Loxodonta africana,Mandrillus leucophaeus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Red colobus (Piliocolobus spp.),9785,591932,Loxodonta africana,Piliocolobus,Loxodonta africana,Piliocolobus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Black-and-white colobus (Colobus guereza),9785,33548,Loxodonta africana,Colobus guereza,Loxodonta africana,Colobus guereza,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Langurs (Semnopithecus spp. / Trachypithecus spp.),9785,88028,Loxodonta africana,Semnopithecus,Loxodonta africana,Semnopithecus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Chimpanzee (Pan troglodytes),9785,9598,Loxodonta africana,Pan troglodytes,Loxodonta africana,Pan troglodytes,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Bonobo (Pan paniscus),9785,9597,Loxodonta africana,Pan paniscus,Loxodonta africana,Pan paniscus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Western Gorilla (Gorilla gorilla),9785,9593,Loxodonta africana,Gorilla gorilla,Loxodonta africana,Gorilla gorilla,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Eastern Gorilla (Gorilla beringei),9785,499232,Loxodonta africana,Gorilla beringei,Loxodonta africana,Gorilla beringei,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Bornean Orangutan (Pongo pygmaeus),9785,9600,Loxodonta africana,Pongo pygmaeus,Loxodonta africana,Pongo pygmaeus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Siamang (Symphalangus syndactylus),9785,9590,Loxodonta africana,Symphalangus syndactylus,Loxodonta africana,Symphalangus syndactylus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",9785,9578,Loxodonta africana,Hylobates,Loxodonta africana,Hylobates,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Brown lemurs (Eulemur spp.),9785,13513,Loxodonta africana,Eulemur,Loxodonta africana,Eulemur,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Indri (Indri indri),9785,34827,Loxodonta africana,Indri indri,Loxodonta africana,Indri indri,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Rhesus macaque (Macaca mulatta),9785,9544,Loxodonta africana,Macaca mulatta,Loxodonta africana,Macaca mulatta,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Japanese macaque (Macaca fuscata),9785,9542,Loxodonta africana,Macaca fuscata,Loxodonta africana,Macaca fuscata,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Vervet monkey (Chlorocebus pygerythrus),9785,60710,Loxodonta africana,Chlorocebus pygerythrus,Loxodonta africana,Chlorocebus pygerythrus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Campbell's monkey (Cercopithecus campbelli),9785,303588,Loxodonta africana,Cercopithecus campbelli,Loxodonta africana,Cercopithecus campbelli,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Olive baboon (Papio anubis),9785,9555,Loxodonta africana,Papio anubis,Loxodonta africana,Papio anubis,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Yellow baboon (Papio cynocephalus),9785,9556,Loxodonta africana,Papio cynocephalus,Loxodonta africana,Papio cynocephalus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Ring-tailed lemur (Lemur catta),9785,9447,Loxodonta africana,Lemur catta,Loxodonta africana,Lemur catta,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Mouse lemurs (Microcebus spp.),9785,13149,Loxodonta africana,Microcebus,Loxodonta africana,Microcebus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Tufted capuchin (Sapajus apella),9785,9515,Loxodonta africana,Sapajus apella,Loxodonta africana,Sapajus apella,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Common marmoset (Callithrix jacchus),9785,9483,Loxodonta africana,Callithrix jacchus,Loxodonta africana,Callithrix jacchus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Howler monkey (Alouatta spp.),9785,9499,Loxodonta africana,Alouatta,Loxodonta africana,Alouatta,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Diana monkey (Cercopithecus diana),9785,36224,Loxodonta africana,Cercopithecus diana,Loxodonta africana,Cercopithecus diana,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Putty-nosed monkey (Cercopithecus nictitans),9785,36228,Loxodonta africana,Cercopithecus nictitans,Loxodonta africana,Cercopithecus nictitans,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Red-tailed monkey (Cercopithecus ascanius),9785,36223,Loxodonta africana,Cercopithecus ascanius,Loxodonta africana,Cercopithecus ascanius,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),De Brazza’s monkey (Cercopithecus neglectus),9785,36227,Loxodonta africana,Cercopithecus neglectus,Loxodonta africana,Cercopithecus neglectus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),L’Hoest’s monkey (Allochrocebus lhoesti),9785,100224,Loxodonta africana,Allochrocebus lhoesti,Loxodonta africana,Allochrocebus lhoesti,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Patas monkey (Erythrocebus patas),9785,9538,Loxodonta africana,Erythrocebus patas,Loxodonta africana,Erythrocebus patas,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Talapoin monkey (Miopithecus talapoin),9785,36231,Loxodonta africana,Miopithecus talapoin,Loxodonta africana,Miopithecus talapoin,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Gelada (Theropithecus gelada),9785,9565,Loxodonta africana,Theropithecus gelada,Loxodonta africana,Theropithecus gelada,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9785,102108,Loxodonta africana,Cercopithecus pogonias,Loxodonta africana,Cercopithecus pogonias,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Mona monkey (Cercopithecus mona),9785,36226,Loxodonta africana,Cercopithecus mona,Loxodonta africana,Cercopithecus mona,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Chacma baboon (Papio ursinus),9785,36229,Loxodonta africana,Papio ursinus,Loxodonta africana,Papio ursinus,99.1887,94.7,101.9,27.0,TimeTree API pairwise summaryjson,
African savanna elephant (Loxodonta africana),Zebra finch (Taeniopygia guttata),9785,59729,Loxodonta africana,Taeniopygia guttata,Loxodonta africana,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Egyptian fruit bat (Rousettus aegyptiacus),9612,9407,Canis lupus,Rousettus aegyptiacus,Canis lupus,Rousettus aegyptiacus,81.026045,68.4,82.6,18.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Greater sac-winged bat (Saccopteryx bilineata),9612,59482,Canis lupus,Saccopteryx bilineata,Canis lupus,Saccopteryx bilineata,81.026045,68.4,82.6,18.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Bengalese finch (Lonchura striata domestica),9612,299123,Canis lupus,Lonchura striata domestica,Canis lupus,Lonchura striata domestica,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Japanese tit (Parus minor),9612,213890,Canis lupus,Parus minor,Canis lupus,Parus minor,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Plain-tailed wren (Pheugopedius euophrys),9612,2724890,Canis lupus,Pheugopedius euophrys,Canis lupus,Pheugopedius euophrys,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),White-browed sparrow-weaver (Plocepasser mahali),9612,99181,Canis lupus,Plocepasser mahali,Canis lupus,Plocepasser mahali,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Chestnut-crowned babbler (Pomatostomus ruficeps),9612,9176,Canis lupus,Pomatostomus ruficeps,Canis lupus,Pomatostomus ruficeps,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),European starling (Sturnus vulgaris),9612,9172,Canis lupus,Sturnus vulgaris,Canis lupus,Sturnus vulgaris,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),African grey parrot (Psittacus erithacus),9612,57247,Canis lupus,Psittacus erithacus,Canis lupus,Psittacus erithacus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Mandrill (Mandrillus sphinx),9612,9561,Canis lupus,Mandrillus sphinx,Canis lupus,Mandrillus sphinx,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Drill (Mandrillus leucophaeus),9612,9568,Canis lupus,Mandrillus leucophaeus,Canis lupus,Mandrillus leucophaeus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Red colobus (Piliocolobus spp.),9612,591932,Canis lupus,Piliocolobus,Canis lupus,Piliocolobus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Black-and-white colobus (Colobus guereza),9612,33548,Canis lupus,Colobus guereza,Canis lupus,Colobus guereza,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Langurs (Semnopithecus spp. / Trachypithecus spp.),9612,88028,Canis lupus,Semnopithecus,Canis lupus,Semnopithecus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Chimpanzee (Pan troglodytes),9612,9598,Canis lupus,Pan troglodytes,Canis lupus,Pan troglodytes,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Bonobo (Pan paniscus),9612,9597,Canis lupus,Pan paniscus,Canis lupus,Pan paniscus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Western Gorilla (Gorilla gorilla),9612,9593,Canis lupus,Gorilla gorilla,Canis lupus,Gorilla gorilla,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Eastern Gorilla (Gorilla beringei),9612,499232,Canis lupus,Gorilla beringei,Canis lupus,Gorilla beringei,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Bornean Orangutan (Pongo pygmaeus),9612,9600,Canis lupus,Pongo pygmaeus,Canis lupus,Pongo pygmaeus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Siamang (Symphalangus syndactylus),9612,9590,Canis lupus,Symphalangus syndactylus,Canis lupus,Symphalangus syndactylus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",9612,9578,Canis lupus,Hylobates,Canis lupus,Hylobates,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Brown lemurs (Eulemur spp.),9612,13513,Canis lupus,Eulemur,Canis lupus,Eulemur,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Indri (Indri indri),9612,34827,Canis lupus,Indri indri,Canis lupus,Indri indri,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Rhesus macaque (Macaca mulatta),9612,9544,Canis lupus,Macaca mulatta,Canis lupus,Macaca mulatta,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Japanese macaque (Macaca fuscata),9612,9542,Canis lupus,Macaca fuscata,Canis lupus,Macaca fuscata,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Vervet monkey (Chlorocebus pygerythrus),9612,60710,Canis lupus,Chlorocebus pygerythrus,Canis lupus,Chlorocebus pygerythrus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Campbell's monkey (Cercopithecus campbelli),9612,303588,Canis lupus,Cercopithecus campbelli,Canis lupus,Cercopithecus campbelli,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Olive baboon (Papio anubis),9612,9555,Canis lupus,Papio anubis,Canis lupus,Papio anubis,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Yellow baboon (Papio cynocephalus),9612,9556,Canis lupus,Papio cynocephalus,Canis lupus,Papio cynocephalus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Gray wolf (Canis lupus),Ring-tailed lemur (Lemur catta),9612,9447,Canis lupus,Lemur catta,Canis lupus,Lemur catta,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
